config_version,max_output_tokens,temperature,bank_source,question_id,subject,domain,difficulty,model_id,backend,model_name,trial_index,collection_timestamp,predicted_letter,correct_letter,is_correct,confidence,parse_ok,internal_prob_answer,internal_prob_note,call_cost_usd,input_tokens,output_tokens
v2,1024,0.3,original_180,q0070,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:15:29.878034+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00022600000000000002,161,13
v2,1024,0.3,original_180,q0070,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:15:31.724016+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00022600000000000002,161,13
v2,1024,0.3,original_180,q0070,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:15:33.501860+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00022600000000000002,161,13
v2,1024,0.3,original_180,q0070,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:15:35.161668+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00022600000000000002,161,13
v2,1024,0.3,original_180,q0071,high_school_geography,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:15:36.799503+00:00,B,B,True,75,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00021499999999999997,150,13
v2,1024,0.3,original_180,q0071,high_school_geography,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:15:38.753651+00:00,B,B,True,75,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00021499999999999997,150,13
v2,1024,0.3,original_180,q0071,high_school_geography,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:15:41.515989+00:00,B,B,True,75,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00021499999999999997,150,13
v2,1024,0.3,original_180,q0071,high_school_geography,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:15:43.256637+00:00,B,B,True,75,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00021499999999999997,150,13
v2,1024,0.3,original_180,q0071,high_school_geography,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:15:45.522759+00:00,B,B,True,78,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00021499999999999997,150,13
v2,1024,0.3,original_180,q0072,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:15:47.305520+00:00,A,A,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000185,120,13
v2,1024,0.3,original_180,q0072,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:15:49.092097+00:00,A,A,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000185,120,13
v2,1024,0.3,original_180,q0072,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:15:50.768705+00:00,A,A,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000185,120,13
v2,1024,0.3,original_180,q0072,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:15:52.438263+00:00,A,A,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000185,120,13
v2,1024,0.3,original_180,q0072,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:15:54.114937+00:00,A,A,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000185,120,13
v2,1024,0.3,original_180,q0073,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:15:55.937117+00:00,B,B,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019099999999999998,126,13
v2,1024,0.3,original_180,q0073,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:15:57.635635+00:00,B,B,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019099999999999998,126,13
v2,1024,0.3,original_180,q0073,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:15:59.537564+00:00,B,B,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019099999999999998,126,13
v2,1024,0.3,original_180,q0073,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:16:01.109798+00:00,B,B,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019099999999999998,126,13
v2,1024,0.3,original_180,q0073,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:16:02.805993+00:00,B,B,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019099999999999998,126,13
v2,1024,0.3,original_180,q0074,sociology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:16:04.611915+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019999999999999998,135,13
v2,1024,0.3,original_180,q0074,sociology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:16:06.325637+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019999999999999998,135,13
v2,1024,0.3,original_180,q0074,sociology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:16:08.036707+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019999999999999998,135,13
v2,1024,0.3,original_180,q0074,sociology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:16:09.652589+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019999999999999998,135,13
v2,1024,0.3,original_180,q0074,sociology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:16:11.318059+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019999999999999998,135,13
v2,1024,0.3,original_180,q0075,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:16:13.006826+00:00,D,D,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000198,133,13
v2,1024,0.3,original_180,q0075,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:16:14.906281+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000198,133,13
v2,1024,0.3,original_180,q0075,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:16:17.168190+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000198,133,13
v2,1024,0.3,original_180,q0075,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:16:19.637847+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000198,133,13
v2,1024,0.3,original_180,q0075,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:16:21.435553+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000198,133,13
v2,1024,0.3,original_180,q0076,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:16:23.503023+00:00,C,C,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00021999999999999998,155,13
v2,1024,0.3,original_180,q0076,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:16:25.304933+00:00,C,C,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00021999999999999998,155,13
v2,1024,0.3,original_180,q0076,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:16:26.982687+00:00,C,C,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00021999999999999998,155,13
v2,1024,0.3,original_180,q0076,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:16:28.667126+00:00,C,C,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00021999999999999998,155,13
v2,1024,0.3,original_180,q0076,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:16:30.657926+00:00,C,C,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00021999999999999998,155,13
v2,1024,0.3,original_180,q0077,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:16:32.648768+00:00,C,C,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000184,119,13
v2,1024,0.3,original_180,q0077,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:16:34.518538+00:00,C,C,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000184,119,13
v2,1024,0.3,original_180,q0077,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:16:36.319449+00:00,C,C,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000184,119,13
v2,1024,0.3,original_180,q0077,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:16:38.142497+00:00,C,C,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000184,119,13
v2,1024,0.3,original_180,q0077,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:16:39.879091+00:00,C,C,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000184,119,13
v2,1024,0.3,original_180,q0078,sociology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:16:42.503806+00:00,A,A,True,78,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000223,158,13
v2,1024,0.3,original_180,q0078,sociology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:16:44.286778+00:00,A,A,True,78,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000223,158,13
v2,1024,0.3,original_180,q0078,sociology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:16:45.956236+00:00,A,A,True,78,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000223,158,13
v2,1024,0.3,original_180,q0078,sociology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:16:47.763738+00:00,A,A,True,78,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000223,158,13
v2,1024,0.3,original_180,q0078,sociology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:16:49.391007+00:00,A,A,True,85,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000223,158,13
v2,1024,0.3,original_180,q0079,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:16:51.278394+00:00,C,C,True,98,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00017099999999999998,106,13
v2,1024,0.3,original_180,q0079,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:16:53.003082+00:00,C,C,True,98,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00017099999999999998,106,13
v2,1024,0.3,original_180,q0079,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:16:55.141768+00:00,C,C,True,98,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00017099999999999998,106,13
v2,1024,0.3,original_180,q0079,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:16:56.865497+00:00,C,C,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00017099999999999998,106,13
v2,1024,0.3,original_180,q0079,high_school_psychology,Social_Science,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:16:58.462184+00:00,C,C,True,98,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00017099999999999998,106,13
v2,1024,0.3,original_180,q0080,high_school_microeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:17:03.247419+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.001614,119,299
v2,1024,0.3,original_180,q0080,high_school_microeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:17:09.117517+00:00,D,D,True,85,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.001689,119,314
v2,1024,0.3,original_180,q0080,high_school_microeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:17:10.912252+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000184,119,13
v2,1024,0.3,original_180,q0080,high_school_microeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:17:15.922055+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.0015840000000000001,119,293
v2,1024,0.3,original_180,q0080,high_school_microeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:17:17.670508+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000184,119,13
v2,1024,0.3,original_180,q0081,high_school_macroeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:17:22.437093+00:00,A,A,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.0016129999999999999,163,290
v2,1024,0.3,original_180,q0081,high_school_macroeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:17:27.090300+00:00,A,A,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.001848,163,337
v2,1024,0.3,original_180,q0081,high_school_macroeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:17:30.938136+00:00,A,A,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.0015429999999999999,163,276
v2,1024,0.3,original_180,q0081,high_school_macroeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:17:36.502707+00:00,A,A,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.001738,163,315
v2,1024,0.3,original_180,q0081,high_school_macroeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:17:40.742299+00:00,A,A,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.0017180000000000001,163,311
v2,1024,0.3,original_180,q0082,security_studies,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:17:42.452878+00:00,A,A,True,75,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000274,209,13
v2,1024,0.3,original_180,q0082,security_studies,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:17:44.141601+00:00,A,A,True,75,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000274,209,13
v2,1024,0.3,original_180,q0082,security_studies,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:17:46.055164+00:00,A,A,True,75,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000274,209,13
v2,1024,0.3,original_180,q0082,security_studies,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:17:47.759616+00:00,A,A,True,75,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000274,209,13
v2,1024,0.3,original_180,q0082,security_studies,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:17:54.330905+00:00,A,A,True,75,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000274,209,13
v2,1024,0.3,original_180,q0083,high_school_macroeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:17:57.999775+00:00,B,B,True,85,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.001304,159,229
v2,1024,0.3,original_180,q0083,high_school_macroeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:18:02.358220+00:00,B,B,True,85,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.001234,159,215
v2,1024,0.3,original_180,q0083,high_school_macroeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:18:06.098078+00:00,B,B,True,82,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.0012740000000000002,159,223
v2,1024,0.3,original_180,q0083,high_school_macroeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:18:09.581947+00:00,B,B,True,85,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.001164,159,201
v2,1024,0.3,original_180,q0083,high_school_macroeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:18:13.070616+00:00,B,B,True,85,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.001369,159,242
v2,1024,0.3,original_180,q0084,high_school_macroeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:18:14.913662+00:00,D,D,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00024399999999999997,179,13
v2,1024,0.3,original_180,q0084,high_school_macroeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:18:16.877209+00:00,D,D,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00024399999999999997,179,13
v2,1024,0.3,original_180,q0084,high_school_macroeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:18:18.519222+00:00,D,D,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00024399999999999997,179,13
v2,1024,0.3,original_180,q0084,high_school_macroeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:18:20.162388+00:00,D,D,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00024399999999999997,179,13
v2,1024,0.3,original_180,q0084,high_school_macroeconomics,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:18:22.185986+00:00,D,D,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00024399999999999997,179,13
v2,1024,0.3,original_180,q0085,us_foreign_policy,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:18:23.944343+00:00,C,C,True,75,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019700000000000002,132,13
v2,1024,0.3,original_180,q0085,us_foreign_policy,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:18:25.810557+00:00,C,C,True,75,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019700000000000002,132,13
v2,1024,0.3,original_180,q0085,us_foreign_policy,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:18:27.716170+00:00,C,C,True,75,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019700000000000002,132,13
v2,1024,0.3,original_180,q0085,us_foreign_policy,Social_Science,medium,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:18:29.458130+00:00,C,C,True,75,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019700000000000002,132,13
